concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,valor_premio,local
2654,09/11/2023,11,17,23,36,47,51,1,11906870.24,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2655,11/11/2023,10,23,30,31,49,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2656,14/11/2023,20,24,27,46,57,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2657,18/11/2023,7,27,32,33,36,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2658,21/11/2023,5,13,39,51,58,60,1,50248574.29,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2659,23/11/2023,11,36,46,53,55,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2660,25/11/2023,6,12,13,20,38,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2661,28/11/2023,6,30,35,38,41,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2662,30/11/2023,17,20,31,34,40,42,1,35852142.15,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2663,02/12/2023,7,11,27,41,56,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2664,05/12/2023,12,15,17,30,40,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2665,07/12/2023,3,14,21,22,37,39,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2666,09/12/2023,5,25,29,30,43,47,1,30781665.32,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2667,12/12/2023,1,4,8,21,46,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2668,14/12/2023,1,27,30,41,46,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2669,16/12/2023,4,7,16,35,46,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2670,31/12/2023,21,24,33,41,48,56,5,117778204.25,"ESTÚDIO REDE GLOBO em SÃO PAULO, SP"
2671,04/01/2024,16,19,43,53,57,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2672,06/01/2024,10,13,20,40,43,56,1,6480136.97,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2673,09/01/2024,4,27,35,45,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2674,11/01/2024,8,14,15,21,23,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2675,13/01/2024,1,26,31,34,42,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2676,16/01/2024,4,6,14,19,22,29,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2677,18/01/2024,3,7,32,34,42,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2678,20/01/2024,10,13,16,18,37,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2679,23/01/2024,7,18,20,26,38,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2680,25/01/2024,3,11,42,45,46,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2681,27/01/2024,10,20,30,42,47,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2682,30/01/2024,4,17,29,30,52,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2683,01/02/2024,1,3,23,27,47,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2684,03/02/2024,17,26,45,46,48,53,1,94839718.02,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2685,06/02/2024,9,16,31,46,47,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2686,08/02/2024,6,12,20,41,43,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2687,10/02/2024,2,4,24,30,34,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2688,15/02/2024,12,17,33,41,46,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2689,17/02/2024,9,16,20,47,48,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2690,20/02/2024,9,28,33,43,45,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2691,22/02/2024,13,15,28,37,40,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2692,24/02/2024,9,33,45,55,56,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2693,27/02/2024,11,29,44,45,46,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2694,29/02/2024,7,20,22,29,41,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2695,02/03/2024,15,17,32,33,34,40,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2696,05/03/2024,4,13,18,39,55,59,1,206475189.75,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2697,07/03/2024,10,11,13,25,27,42,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2698,09/03/2024,2,18,19,35,45,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2699,12/03/2024,9,23,31,49,54,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2700,14/03/2024,1,11,19,20,28,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2701,16/03/2024,6,15,18,31,32,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2702,19/03/2024,6,13,20,34,40,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2703,21/03/2024,3,7,11,35,38,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2704,23/03/2024,3,7,10,25,31,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2705,26/03/2024,2,16,22,27,35,47,1,118265926.76,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2706,30/03/2024,10,11,17,24,30,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2707,02/04/2024,7,9,11,39,54,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2708,04/04/2024,10,11,12,19,23,28,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2709,06/04/2024,12,22,23,24,47,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2710,09/04/2024,5,6,25,42,44,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2711,11/04/2024,14,36,38,46,55,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2712,13/04/2024,7,15,19,35,40,42,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2713,16/04/2024,9,23,25,26,35,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2714,18/04/2024,16,17,42,45,52,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2715,20/04/2024,7,19,25,46,50,53,1,102128925.42,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2716,23/04/2024,5,20,27,28,48,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2717,25/04/2024,6,22,34,36,44,50,1,5581371.93,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2718,27/04/2024,6,30,34,41,46,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2719,30/04/2024,16,25,27,30,42,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2720,04/05/2024,8,15,16,23,42,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2721,07/05/2024,9,10,11,25,46,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2722,09/05/2024,19,23,25,36,44,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2723,11/05/2024,6,12,19,28,50,60,1,46726380.41,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2724,14/05/2024,11,21,24,26,42,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2725,16/05/2024,2,10,32,33,38,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2726,18/05/2024,27,45,49,53,55,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2727,21/05/2024,4,32,39,48,51,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2728,23/05/2024,2,9,11,25,43,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2729,25/05/2024,20,27,41,47,53,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2730,28/05/2024,7,24,29,41,46,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2731,01/06/2024,4,12,32,45,49,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2732,04/06/2024,1,3,16,18,49,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2733,06/06/2024,14,20,21,39,44,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2734,08/06/2024,21,27,35,48,59,60,1,114104458.33,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2735,11/06/2024,5,33,46,47,53,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2736,13/06/2024,11,17,24,26,35,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2737,15/06/2024,16,20,30,34,37,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2738,18/06/2024,2,19,25,44,46,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2739,20/06/2024,19,25,37,45,47,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2740,22/06/2024,13,16,17,34,41,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2741,25/06/2024,1,33,35,39,42,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2742,27/06/2024,2,11,25,32,37,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2743,29/06/2024,13,25,27,30,37,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2744,02/07/2024,10,25,26,33,34,38,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2745,04/07/2024,2,5,7,11,52,57,3,54262775.07,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2746,06/07/2024,22,27,30,43,51,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2747,10/07/2024,14,17,24,28,36,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2748,13/07/2024,19,32,43,46,50,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2749,16/07/2024,8,25,27,38,43,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2750,18/07/2024,7,11,12,19,36,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2751,20/07/2024,4,13,18,42,52,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2752,23/07/2024,4,15,24,40,44,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2753,25/07/2024,6,26,31,46,52,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2754,27/07/2024,10,14,44,55,56,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2755,30/07/2024,7,13,17,33,41,58,3,34222694.19,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2756,01/08/2024,1,6,13,18,43,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2757,03/08/2024,1,21,37,40,51,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2758,06/08/2024,19,35,36,37,41,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2759,08/08/2024,3,10,38,40,48,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2760,10/08/2024,8,11,19,39,47,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2761,13/08/2024,3,22,34,44,49,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2762,15/08/2024,1,17,30,40,48,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2763,17/08/2024,15,16,19,43,44,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2764,20/08/2024,20,31,34,38,42,51,1,62156999.34,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2765,22/08/2024,8,12,34,39,43,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2766,24/08/2024,9,10,34,36,38,44,2,14946866.27,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2767,27/08/2024,14,21,42,47,50,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2768,29/08/2024,2,12,18,28,32,33,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2769,31/08/2024,10,16,35,46,49,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2770,03/09/2024,21,28,37,44,50,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2771,06/09/2024,7,13,14,33,38,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2772,10/09/2024,1,12,33,41,53,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2773,12/09/2024,19,23,32,34,38,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2774,14/09/2024,6,16,22,24,38,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2775,17/09/2024,1,4,14,26,44,51,1,81473638.46,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2776,19/09/2024,5,17,22,37,51,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2777,21/09/2024,2,13,21,38,42,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2778,24/09/2024,20,33,34,40,43,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2779,26/09/2024,14,19,32,44,51,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2780,28/09/2024,7,9,10,14,46,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2781,01/10/2024,10,31,35,45,50,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2782,03/10/2024,6,11,16,25,28,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2783,05/10/2024,7,30,38,39,43,54,1,52087219.71,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2784,08/10/2024,27,30,35,44,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2785,11/10/2024,20,27,48,50,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2786,16/10/2024,6,11,17,20,40,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2787,19/10/2024,8,10,23,34,36,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2788,22/10/2024,23,37,39,47,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2789,24/10/2024,3,17,18,19,20,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2790,26/10/2024,29,32,40,42,49,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2791,29/10/2024,2,3,11,25,37,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2792,01/11/2024,16,22,33,34,49,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2793,05/11/2024,7,9,25,37,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2794,07/11/2024,3,9,14,20,28,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2795,09/11/2024,13,16,33,43,46,55,1,201963763.26,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2796,13/11/2024,3,6,14,33,55,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2797,16/11/2024,1,3,15,25,45,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2798,19/11/2024,3,9,18,54,59,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2799,23/11/2024,1,31,38,40,45,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2800,26/11/2024,1,13,19,46,50,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2801,28/11/2024,25,27,33,46,48,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2802,30/11/2024,17,21,26,28,32,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2803,03/12/2024,1,20,32,43,57,59,1,74745172.19,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2804,05/12/2024,14,24,25,31,33,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2805,07/12/2024,1,6,24,47,55,58,1,28019522.26,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2806,10/12/2024,5,11,13,33,45,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2807,12/12/2024,8,25,49,52,55,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2808,14/12/2024,10,24,33,35,41,46,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2809,17/12/2024,2,4,15,28,34,39,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2810,31/12/2024,1,17,19,29,50,57,8,79435770.67,"ESTÚDIO REDE GLOBO em SÃO PAULO, SP"
2811,04/01/2025,8,27,36,37,39,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2812,07/01/2025,15,18,27,31,39,42,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2813,09/01/2025,10,21,32,38,51,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2814,11/01/2025,11,17,19,26,49,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2815,14/01/2025,5,20,28,38,50,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2816,16/01/2025,4,17,19,20,40,48,1,37397174.16,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2817,18/01/2025,24,30,43,46,55,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2818,21/01/2025,7,10,12,15,25,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2819,23/01/2025,11,12,39,43,46,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2820,25/01/2025,6,15,19,25,32,42,1,28892942.6,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2821,28/01/2025,14,22,30,33,44,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2822,30/01/2025,29,39,46,47,53,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2823,01/02/2025,7,15,21,37,57,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2824,04/02/2025,4,16,34,43,54,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2825,06/02/2025,2,38,50,54,58,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2826,08/02/2025,6,10,20,54,58,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2827,11/02/2025,1,11,13,27,45,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2828,13/02/2025,15,21,25,55,58,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2829,15/02/2025,13,22,38,46,51,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2830,18/02/2025,1,28,34,36,51,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2831,20/02/2025,2,9,32,38,48,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2832,22/02/2025,2,12,18,21,24,37,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2833,25/02/2025,1,3,13,16,36,56,1,131361519.85,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2834,27/02/2025,5,8,11,15,39,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2835,01/03/2025,9,24,27,36,43,54,1,41734619.6,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2836,06/03/2025,1,6,10,30,42,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2837,08/03/2025,3,14,34,35,42,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2838,11/03/2025,4,7,29,32,36,53,2,5958829.78,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2839,13/03/2025,27,30,37,40,46,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2840,15/03/2025,1,33,39,49,57,60,1,21465552.71,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2841,18/03/2025,4,5,12,34,36,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2842,20/03/2025,4,8,49,51,52,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2843,22/03/2025,1,37,39,40,43,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2844,25/03/2025,7,20,31,54,55,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2845,27/03/2025,10,31,40,52,54,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2846,29/03/2025,1,12,16,17,25,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2847,01/04/2025,3,5,22,35,53,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2848,03/04/2025,5,14,19,29,30,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2849,05/04/2025,13,19,25,29,31,43,1,59714933.41,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2850,08/04/2025,1,2,15,26,43,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2851,10/04/2025,5,6,17,37,43,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2852,12/04/2025,6,22,24,49,53,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2853,15/04/2025,4,18,23,48,53,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2854,19/04/2025,2,13,16,31,44,55,1,52035653.48,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2855,24/04/2025,12,16,24,31,51,55,1,25245913.24,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2856,26/04/2025,3,5,10,27,38,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2857,29/04/2025,2,18,28,38,41,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2858,03/05/2025,8,18,27,28,48,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2859,06/05/2025,7,8,15,17,20,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2860,08/05/2025,2,5,17,24,38,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2861,10/05/2025,2,21,27,46,51,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2862,13/05/2025,2,4,14,18,22,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2863,15/05/2025,5,23,32,34,47,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2864,17/05/2025,5,6,15,17,31,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2865,20/05/2025,2,25,30,39,47,51,2,51507067.95,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2866,22/05/2025,1,12,17,19,36,60,1,2784095.2,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2867,24/05/2025,5,9,15,24,25,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2868,27/05/2025,10,19,22,26,38,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2869,29/05/2025,2,10,13,40,41,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2870,31/05/2025,6,13,15,19,32,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2871,03/06/2025,4,19,38,43,48,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2872,05/06/2025,8,23,32,34,35,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2873,07/06/2025,4,5,17,27,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2874,10/06/2025,4,5,9,17,49,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2875,12/06/2025,6,15,31,38,40,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2876,14/06/2025,9,31,32,40,45,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2877,17/06/2025,3,5,15,37,54,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2878,21/06/2025,15,16,43,46,47,51,1,127048366.05,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2879,24/06/2025,11,20,29,47,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2880,26/06/2025,8,14,15,33,34,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2881,28/06/2025,11,13,16,34,35,39,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2882,01/07/2025,11,15,19,23,49,51,1,50722168.24,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2883,03/07/2025,1,40,43,56,57,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2884,05/07/2025,5,31,34,37,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2885,08/07/2025,10,25,28,36,37,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2886,10/07/2025,2,13,19,20,55,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2887,12/07/2025,14,29,30,50,53,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2888,15/07/2025,3,9,15,27,39,59,1,45115606.88,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2889,17/07/2025,13,16,36,39,40,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2890,19/07/2025,15,16,18,32,35,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2891,22/07/2025,19,24,26,34,35,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2892,24/07/2025,14,24,36,44,46,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2893,26/07/2025,10,40,41,45,48,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2894,29/07/2025,5,21,24,25,29,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2895,31/07/2025,9,11,44,51,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2896,02/08/2025,8,9,12,16,43,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2897,05/08/2025,1,6,24,27,28,57,1,99592255.98,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2898,07/08/2025,14,23,30,32,38,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2899,09/08/2025,10,22,28,42,44,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2900,12/08/2025,33,50,54,55,59,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
